nm	mua[cm-1]	musp[cm-1]
900.0	0.5912	2.074255460173799
902.0	0.5971	2.0694136031534764
904.0	0.595	2.0645971195482993
906.0	0.602	2.0598057941764445
908.0	0.5962	2.0550394143882715
910.0	0.5952000000000001	2.050297770028645
912.0	0.5982	2.0455806533999303
914.0	0.595	2.0408878592256414
916.0	0.5986	2.0362191846147297
918.0	0.5978	2.031574429026502
920.0	0.601	2.026953394236158
922.0	0.6022000000000001	2.022355884300924
924.0	0.6051	2.0177817055267853
926.0	0.6073	2.0132306664357946
928.0	0.6153	2.008702577733947
930.0	0.6161	2.004197252279613
932.0	0.6279	1.9997145050525218
934.0	0.6369	1.995254153123265
936.0	0.6496000000000001	1.9908160156233425
938.0	0.6579999999999999	1.986399913715709
940.0	0.6668000000000001	1.9820056705658258
942.0	0.6783	1.9776331113132126
944.0	0.6950000000000001	1.9732820630434764
946.0	0.7119	1.9689523547608163
948.0	0.7401000000000001	1.964643817360996
950.0	0.7488	1.9603562836047679
952.0	0.7726	1.95608958809175
954.0	0.7967000000000001	1.9518435672347345
956.0	0.8254	1.947618059234433
958.0	0.8540000000000001	1.9434129040546375
960.0	0.8702	1.9392279433978
962.0	0.8817999999999999	1.9350630206810142
964.0	0.8932	1.9309179810123944
966.0	0.8994000000000001	1.9267926711678514
968.0	0.902	1.9226869395682402
970.0	0.9023	1.9186006362568935
972.0	0.9037	1.9145336128775166
974.0	0.9035	1.9104857226524479
976.0	0.8956	1.9064568203612708
978.0	0.9034	1.9024467623197772
980.0	0.8943	1.8984554063592674
982.0	0.8943	1.8944826118061897
984.0	0.8828	1.8905282394621057
986.0	0.8815000000000001	1.88659215158398
988.0	0.8759	1.8826742118647841
990.0	0.869	1.8787742854144136
992.0	0.8561000000000001	1.8748922387409086
994.0	0.8452	1.8710279397319747
996.0	0.8294	1.867181257636795
998.0	0.8258	1.863352063048134
1000.0	0.8123	1.8595402278847224
1002.0	0.8103	1.8557456253739206
1004.0	0.8084	1.8519681300346547
1006.0	0.7925	1.8482076176606193
1008.0	0.7796000000000001	1.8444639653037458
1010.0	0.7671	1.8407370512579264
1012.0	0.7504	1.837026755042993
1014.0	0.7503	1.8333329573889443
1016.0	0.7353	1.8296555402204184
1018.0	0.7178	1.825994386641405
1020.0	0.716	1.8223493809201907
1022.0	0.6969000000000001	1.818720408474543
1024.0	0.6844	1.8151073558571125
1026.0	0.6723	1.8115101107410658
1028.0	0.6578	1.807928561905934
1030.0	0.6576	1.804362599223679
1032.0	0.6386999999999999	1.800812113644968
1034.0	0.6375	1.7972769971856615
1036.0	0.6317	1.7937571429134997
1038.0	0.6103000000000001	1.790252444934995
1040.0	0.6107	1.7867627983825163
1042.0	0.6021	1.783288099401573
1044.0	0.5912	1.7798282451382836
1046.0	0.5922999999999999	1.7763831337270366
1048.0	0.5768	1.7729526642783313
1050.0	0.5722	1.769536736866802
1052.0	0.5665	1.7661352525194172
